ReferenceGenome,SRA_Data
GCF_001985545.1_ASM198554v1_genomic.gbff.gz,SRR18335516
GCF_001985565.1_ASM198556v1_genomic.gbff.gz,SRR18335491
GCF_001985585.1_ASM198558v1_genomic.gbff.gz,SRR18335493
GCF_001985605.1_ASM198560v1_genomic.gbff.gz,SRR18335494
GCF_001985625.1_ASM198562v1_genomic.gbff.gz,SRR18335495
GCF_001985645.1_ASM198564v1_genomic.gbff.gz,SRR18335496
GCF_001985665.1_ASM198566v1_genomic.gbff.gz,SRR18335502
GCF_001985685.1_ASM198568v1_genomic.gbff.gz,SRR18335503
GCF_001985705.1_ASM198570v1_genomic.gbff.gz,SRR18335504
GCF_001985725.1_ASM198572v1_genomic.gbff.gz,SRR18335506
GCF_001985745.1_ASM198574v1_genomic.gbff.gz,SRR18335527
GCF_001985765.1_ASM198576v1_genomic.gbff.gz,SRR18335508
GCF_001985785.1_ASM198578v1_genomic.gbff.gz,SRR18335509
GCF_001985805.1_ASM198580v1_genomic.gbff.gz,SRR18335510
GCF_001985825.1_ASM198582v1_genomic.gbff.gz,SRR18335511
GCF_001985845.1_ASM198584v1_genomic.gbff.gz,SRR18335532
GCF_001985865.1_ASM198586v1_genomic.gbff.gz,SRR18335497
GCF_001985885.1_ASM198588v1_genomic.gbff.gz,SRR18335498
GCF_001985905.1_ASM198590v1_genomic.gbff.gz,SRR18335499
GCF_001985925.1_ASM198592v1_genomic.gbff.gz,SRR18335500
GCF_001985945.1_ASM198594v1_genomic.gbff.gz,SRR18335512
GCF_001985965.1_ASM198596v1_genomic.gbff.gz,SRR18335513
GCF_001985985.1_ASM198598v1_genomic.gbff.gz,SRR18335533
GCF_001986005.1_ASM198600v1_genomic.gbff.gz,SRR18335531
GCF_001986025.1_ASM198602v1_genomic.gbff.gz,SRR18335530
GCF_001986045.1_ASM198604v1_genomic.gbff.gz,SRR18335529
GCF_001986065.1_ASM198606v1_genomic.gbff.gz,SRR18335528
GCF_001986085.1_ASM198608v1_genomic.gbff.gz,SRR18335526
GCF_001986105.1_ASM198610v1_genomic.gbff.gz,SRR18335525
GCF_001986135.1_ASM198613v1_genomic.gbff.gz,SRR18335524
GCF_001986155.1_ASM198615v1_genomic.gbff.gz,SRR18335538
GCF_001986175.1_ASM198617v1_genomic.gbff.gz,SRR18335537
GCF_001986195.1_ASM198619v1_genomic.gbff.gz,SRR18335536
GCF_001986215.1_ASM198621v1_genomic.gbff.gz,SRR18335535
GCF_001986235.1_ASM198623v1_genomic.gbff.gz,SRR18335522
GCF_001986255.1_ASM198625v1_genomic.gbff.gz,SRR18335521
GCF_001986275.1_ASM198627v1_genomic.gbff.gz,SRR18335520
GCF_001986295.1_ASM198629v1_genomic.gbff.gz,SRR18335519
GCF_001986315.1_ASM198631v1_genomic.gbff.gz,SRR18335540
GCF_001986335.1_ASM198633v1_genomic.gbff.gz,SRR18335438
GCF_001986355.1_ASM198635v1_genomic.gbff.gz,SRR18335462
GCF_001986375.1_ASM198637v1_genomic.gbff.gz,SRR18335452
GCF_001986415.1_ASM198641v1_genomic.gbff.gz,SRR18335473
GCF_001986435.1_ASM198643v1_genomic.gbff.gz,SRR18335507
GCF_001986455.1_ASM198645v1_genomic.gbff.gz,SRR18335501
GCF_001986475.1_ASM198647v1_genomic.gbff.gz,SRR18335523
GCF_001986495.1_ASM198649v1_genomic.gbff.gz,SRR18335539
GCF_001986515.1_ASM198651v1_genomic.gbff.gz,SRR18335541
GCF_001986535.1_ASM198653v1_genomic.gbff.gz,SRR17881043
GCF_001986555.1_ASM198655v1_genomic.gbff.gz,SRR17881044
GCF_001986575.1_ASM198657v1_genomic.gbff.gz,SRR17881045
GCF_001986595.1_ASM198659v1_genomic.gbff.gz,SRR17881046
GCF_001986615.1_ASM198661v1_genomic.gbff.gz,SRR17881048
GCF_001986635.1_ASM198663v1_genomic.gbff.gz,SRR17881049
GCF_001986655.1_ASM198665v1_genomic.gbff.gz,SRR18264654
GCF_001986675.1_ASM198667v1_genomic.gbff.gz,SRR22163777
GCF_001986695.1_ASM198669v1_genomic.gbff.gz,SRR22163769
GCF_001986715.1_ASM198671v1_genomic.gbff.gz,SRR22163779
GCF_001986735.1_ASM198673v1_genomic.gbff.gz,SRR22163771
GCF_001986755.1_ASM198675v1_genomic.gbff.gz,SRR22163773
GCF_001986775.1_ASM198677v1_genomic.gbff.gz,SRR22163775
GCF_001986795.1_ASM198679v1_genomic.gbff.gz,SRR15006046
GCF_001986815.1_ASM198681v1_genomic.gbff.gz,SRR15006041
GCF_001986835.1_ASM198683v1_genomic.gbff.gz,SRR15006057
GCF_001986855.1_ASM198685v1_genomic.gbff.gz,SRR15006056
GCF_001986875.1_ASM198687v1_genomic.gbff.gz,SRR15006047
GCF_001986895.1_ASM198689v1_genomic.gbff.gz,SRR15006044
GCF_001986915.1_ASM198691v1_genomic.gbff.gz,SRR15006043
GCF_001986935.1_ASM198693v1_genomic.gbff.gz,SRR15006042
GCF_001986955.1_ASM198695v1_genomic.gbff.gz,SRR15006045
GCF_001986975.1_ASM198697v1_genomic.gbff.gz,SRR18765351
GCF_001986995.1_ASM198699v1_genomic.gbff.gz,SRR18827909
GCF_001987015.1_ASM198701v1_genomic.gbff.gz,SRR18827901
GCF_001987035.1_ASM198703v1_genomic.gbff.gz,SRR18827902
GCF_001987055.1_ASM198705v1_genomic.gbff.gz,SRR18827903
GCF_001987075.1_ASM198707v1_genomic.gbff.gz,SRR18827904
GCF_001987095.1_ASM198709v1_genomic.gbff.gz,SRR18827905
GCF_001987115.1_ASM198711v1_genomic.gbff.gz,SRR18827906
GCF_001987135.1_ASM198713v1_genomic.gbff.gz,SRR18827907
GCF_001987155.1_ASM198715v1_genomic.gbff.gz,SRR18827908
GCF_001987175.1_ASM198717v1_genomic.gbff.gz,SRR18827910
GCF_001987195.1_ASM198719v1_genomic.gbff.gz,SRR18827911
GCF_001987215.1_ASM198721v1_genomic.gbff.gz,SRR21942761
GCF_001987235.1_ASM198723v1_genomic.gbff.gz,SRR18767639
GCF_001987255.1_ASM198725v1_genomic.gbff.gz,SRR18889383
GCF_001987275.1_ASM198727v1_genomic.gbff.gz,SRR18889376
GCF_001987295.1_ASM198729v1_genomic.gbff.gz,SRR12936006
GCF_001987315.1_ASM198731v1_genomic.gbff.gz,SRR12936017
GCF_001987335.1_ASM198733v1_genomic.gbff.gz,SRR12936023
GCF_001987355.1_ASM198735v1_genomic.gbff.gz,SRR12936036
GCF_001987375.1_ASM198737v1_genomic.gbff.gz,SRR12935946
GCF_001987395.1_ASM198739v1_genomic.gbff.gz,SRR12935948
GCF_001987415.1_ASM198741v1_genomic.gbff.gz,SRR12935954
GCF_001987435.1_ASM198743v1_genomic.gbff.gz,SRR12935958
GCF_001987455.1_ASM198745v1_genomic.gbff.gz,SRR12935961
GCF_001987475.1_ASM198747v1_genomic.gbff.gz,SRR12935972
GCF_001987495.1_ASM198749v1_genomic.gbff.gz,SRR12935975
GCF_001987515.1_ASM198751v1_genomic.gbff.gz,SRR12935991
GCF_001987535.1_ASM198753v1_genomic.gbff.gz,SRR12936043
GCF_001987555.1_ASM198755v1_genomic.gbff.gz,SRR12935943
GCF_001987575.1_ASM198757v1_genomic.gbff.gz,SRR12935956
GCF_001987595.1_ASM198759v1_genomic.gbff.gz,SRR17881042
GCF_001987615.1_ASM198761v1_genomic.gbff.gz,DRR233591
GCF_001987635.1_ASM198763v1_genomic.gbff.gz,SRR18513072
GCF_001987655.1_ASM198765v1_genomic.gbff.gz,SRR18513093
GCF_001987675.1_ASM198767v1_genomic.gbff.gz,SRR18513230
GCF_001987695.1_ASM198769v1_genomic.gbff.gz,DRR351395
GCF_001987715.1_ASM198771v1_genomic.gbff.gz,DRR345530
GCF_001987735.1_ASM198773v1_genomic.gbff.gz,DRR345529
GCF_001987755.1_ASM198775v1_genomic.gbff.gz,DRR359630
GCF_001987775.1_ASM198777v1_genomic.gbff.gz,DRR227240
GCF_001987795.1_ASM198779v1_genomic.gbff.gz,SRR18673639
GCF_001987815.1_ASM198781v1_genomic.gbff.gz,SRR18907539
GCF_001987835.1_ASM198783v1_genomic.gbff.gz,SRR21349786
GCF_001987855.1_ASM198785v1_genomic.gbff.gz,SRR18904156
GCF_001987875.1_ASM198787v1_genomic.gbff.gz,SRR18959310
GCF_001987895.1_ASM198789v1_genomic.gbff.gz,SRR10362753
GCF_001987915.1_ASM198791v1_genomic.gbff.gz,SRR13022981
GCF_001987935.1_ASM198793v1_genomic.gbff.gz,SRR13022991
GCF_001987955.1_ASM198795v1_genomic.gbff.gz,SRR13606640
GCF_001987975.1_ASM198797v1_genomic.gbff.gz,SRR13606638
GCF_001987995.1_ASM198799v1_genomic.gbff.gz,SRR13606637
GCF_001988015.1_ASM198801v1_genomic.gbff.gz,SRR13606635
GCF_001988035.1_ASM198803v1_genomic.gbff.gz,SRR13606634
GCF_001988055.1_ASM198805v1_genomic.gbff.gz,SRR13606633
GCF_001988075.1_ASM198807v1_genomic.gbff.gz,SRR13606636
GCF_001988095.1_ASM198809v1_genomic.gbff.gz,SRR13606632
GCF_001988115.1_ASM198811v1_genomic.gbff.gz,SRR14664056
GCF_001988135.1_ASM198813v1_genomic.gbff.gz,SRR12062427
GCF_001988155.1_ASM198815v1_genomic.gbff.gz,SRR18918021
GCF_001988175.1_ASM198817v1_genomic.gbff.gz,SRR18972738
GCF_001988195.1_ASM198819v1_genomic.gbff.gz,SRR18904151
GCF_001988215.1_ASM198821v1_genomic.gbff.gz,SRR13274838
GCF_001988235.1_ASM198823v1_genomic.gbff.gz,SRR13284742
GCF_001988255.1_ASM198825v1_genomic.gbff.gz,SRR13284735
GCF_001988275.1_ASM198827v1_genomic.gbff.gz,SRR13557758
GCF_001988295.1_ASM198829v1_genomic.gbff.gz,SRR13557757
GCF_001988315.1_ASM198831v1_genomic.gbff.gz,SRR13557749
GCF_001988335.1_ASM198833v1_genomic.gbff.gz,SRR6476831
GCF_001988355.1_ASM198835v1_genomic.gbff.gz,SRR19612299
GCF_001988375.1_ASM198837v1_genomic.gbff.gz,SRR19612305
GCF_001988395.1_ASM198839v1_genomic.gbff.gz,SRR19612304
GCF_001988415.1_ASM198841v1_genomic.gbff.gz,SRR19612297
GCF_001988435.1_ASM198843v1_genomic.gbff.gz,SRR19612306
GCF_001988455.1_ASM198845v1_genomic.gbff.gz,SRR19612298
GCF_001988475.1_ASM198847v1_genomic.gbff.gz,SRR19612307
GCF_001988495.1_ASM198849v1_genomic.gbff.gz,SRR19612308
GCF_001988515.1_ASM198851v1_genomic.gbff.gz,SRR19612309
GCF_001988535.1_ASM198853v1_genomic.gbff.gz,SRR19612310
GCF_001988555.1_ASM198855v1_genomic.gbff.gz,SRR19612311
GCF_001988575.1_ASM198857v1_genomic.gbff.gz,SRR19612296
GCF_001988595.1_ASM198859v1_genomic.gbff.gz,SRR19612260
GCF_001988615.1_ASM198861v1_genomic.gbff.gz,SRR19612261
GCF_001988635.1_ASM198863v1_genomic.gbff.gz,SRR19612262
GCF_001988655.1_ASM198865v1_genomic.gbff.gz,SRR19612263
GCF_001988675.1_ASM198867v1_genomic.gbff.gz,SRR19612268
GCF_001988695.1_ASM198869v1_genomic.gbff.gz,SRR19612279
GCF_001988715.1_ASM198871v1_genomic.gbff.gz,SRR19612290
GCF_001988735.1_ASM198873v1_genomic.gbff.gz,SRR19612302
GCF_001988755.1_ASM198875v1_genomic.gbff.gz,SRR19612303
GCF_001988775.1_ASM198877v1_genomic.gbff.gz,SRR19612294
GCF_001988795.1_ASM198879v1_genomic.gbff.gz,SRR19612313
GCF_001988815.1_ASM198881v1_genomic.gbff.gz,SRR19612300
GCF_001988835.1_ASM198883v1_genomic.gbff.gz,SRR19612312
GCF_001988855.1_ASM198885v1_genomic.gbff.gz,SRR19612295
GCF_001988875.1_ASM198887v1_genomic.gbff.gz,SRR19612301
GCF_001988895.1_ASM198889v1_genomic.gbff.gz,SRR19090480
GCF_001988915.1_ASM198891v1_genomic.gbff.gz,SRR19049482
GCF_001988935.1_ASM198893v1_genomic.gbff.gz,SRR19049481
GCF_001988955.1_ASM198895v1_genomic.gbff.gz,SRR19049483
GCF_001988995.1_ASM198899v1_genomic.gbff.gz,SRR19049484
GCF_001989015.1_ASM198901v1_genomic.gbff.gz,SRR19049486
GCF_001989035.1_ASM198903v1_genomic.gbff.gz,SRR19049473
GCF_001989055.1_ASM198905v1_genomic.gbff.gz,SRR19049474
GCF_001989075.1_ASM198907v1_genomic.gbff.gz,SRR19049485
GCF_001989095.1_ASM198909v1_genomic.gbff.gz,SRR19046515
GCF_001989115.1_ASM198911v1_genomic.gbff.gz,SRR19092006
GCF_001989135.1_ASM198913v1_genomic.gbff.gz,SRR19975999
GCF_001989155.1_ASM198915v1_genomic.gbff.gz,SRR19093844
GCF_001989175.1_ASM198917v1_genomic.gbff.gz,SRR19119767
GCF_001989195.1_ASM198919v1_genomic.gbff.gz,SRR18887181
GCF_001989215.1_ASM198921v1_genomic.gbff.gz,SRR18887180
GCF_001989235.1_ASM198923v1_genomic.gbff.gz,SRR18887191
GCF_001989255.1_ASM198925v1_genomic.gbff.gz,SRR18887190
GCF_001989275.1_ASM198927v1_genomic.gbff.gz,SRR18887193
GCF_001989295.1_ASM198929v1_genomic.gbff.gz,SRR19134920
GCF_001989315.1_ASM198931v1_genomic.gbff.gz,SRR17030682
GCF_001989335.1_ASM198933v1_genomic.gbff.gz,SRR17030013
GCF_001989475.1_ASM198947v1_genomic.gbff.gz,SRR17029995
GCF_001989495.1_ASM198949v1_genomic.gbff.gz,SRR17029998
GCF_001989515.1_ASM198951v1_genomic.gbff.gz,SRR17030001
GCF_001989535.1_ASM198953v1_genomic.gbff.gz,SRR17030003
GCF_001989555.1_ASM198955v1_genomic.gbff.gz,SRR17030014
GCF_001989575.1_ASM198957v1_genomic.gbff.gz,SRR17030015
GCF_001989595.1_ASM198959v1_genomic.gbff.gz,SRR17662748
GCF_001989635.1_ASM198963v1_genomic.gbff.gz,SRR17662750
GCF_001990145.1_ASM199014v1_genomic.gbff.gz,SRR17662751
GCF_001990205.1_ASM199020v1_genomic.gbff.gz,SRR17662752
GCF_001990225.1_ASM199022v1_genomic.gbff.gz,SRR17662727
GCF_001990245.1_ASM199024v1_genomic.gbff.gz,SRR17662728
GCF_001991075.2_ASM199107v2_genomic.gbff.gz,SRR17662729
GCF_001991095.1_ASM199109v1_genomic.gbff.gz,SRR17662730
GCF_001995825.2_ASM199582v2_genomic.gbff.gz,SRR17662732
GCF_001996365.2_ASM199636v2_genomic.gbff.gz,SRR17662733
GCF_001997295.1_ASM199729v1_genomic.gbff.gz,SRR17662742
GCF_001997345.1_ASM199734v1_genomic.gbff.gz,SRR17662753
GCF_001997385.1_ASM199738v1_genomic.gbff.gz,SRR17662754
GCF_001998765.1_ASM199876v1_genomic.gbff.gz,SRR11252626
GCF_001998805.1_ASM199880v1_genomic.gbff.gz,SRR18554892
GCF_001998865.1_ASM199886v1_genomic.gbff.gz,SRR24684300
GCF_001998885.1_ASM199888v1_genomic.gbff.gz,SRR17736613
GCF_001998915.1_ASM199891v1_genomic.gbff.gz,SRR17736585
GCF_001998945.1_ASM199894v1_genomic.gbff.gz,SRR17736600
GCF_001998985.1_ASM199898v1_genomic.gbff.gz,SRR17736611
GCF_001999005.1_ASM199900v1_genomic.gbff.gz,SRR18070734
GCF_001999025.1_ASM199902v1_genomic.gbff.gz,SRR14852437
GCF_001999045.1_ASM199904v1_genomic.gbff.gz,SRR14852169
GCF_001999065.1_ASM199906v1_genomic.gbff.gz,SRR14852502
GCF_001999085.1_ASM199908v1_genomic.gbff.gz,SRR14862530
GCF_001999105.1_ASM199910v1_genomic.gbff.gz,SRR14862505
GCF_001999125.1_ASM199912v1_genomic.gbff.gz,SRR14852381
GCF_001999145.1_ASM199914v1_genomic.gbff.gz,SRR14862612
GCF_001999165.1_ASM199916v1_genomic.gbff.gz,SRR14852385
GCF_001999185.1_ASM199918v1_genomic.gbff.gz,SRR14862549
GCF_001999205.1_ASM199920v1_genomic.gbff.gz,SRR19213036
GCF_001999225.1_ASM199922v1_genomic.gbff.gz,SRR19213038
GCF_001999245.1_ASM199924v1_genomic.gbff.gz,SRR19213007
GCF_001999785.1_ASM199978v1_genomic.gbff.gz,SRR19213009
GCF_001999825.1_ASM199982v1_genomic.gbff.gz,SRR19213028
GCF_001999885.1_ASM199988v1_genomic.gbff.gz,SRR19213040
GCF_001999905.1_ASM199990v1_genomic.gbff.gz,SRR19180727
GCF_001999945.1_ASM199994v1_genomic.gbff.gz,SRR19180728
GCF_001999965.1_ASM199996v1_genomic.gbff.gz,SRR19180730
GCF_001999985.1_ASM199998v1_genomic.gbff.gz,SRR19180729
GCF_002000005.1_ASM200000v1_genomic.gbff.gz,SRR19164917
GCF_002000565.1_ASM200056v1_genomic.gbff.gz,SRR19331795
GCF_002000585.1_ASM200058v1_genomic.gbff.gz,SRR19331784
GCF_002000605.1_ASM200060v1_genomic.gbff.gz,SRR19331772
GCF_002000625.1_ASM200062v1_genomic.gbff.gz,SRR19331796
GCF_002000645.1_ASM200064v1_genomic.gbff.gz,SRR19331773
GCF_002000665.1_ASM200066v1_genomic.gbff.gz,SRR19309938
GCF_002000685.1_ASM200068v1_genomic.gbff.gz,SRR19331771
GCF_002000705.1_ASM200070v1_genomic.gbff.gz,SRR19331767
GCF_002000725.1_ASM200072v1_genomic.gbff.gz,SRR19331770
GCF_002000745.1_ASM200074v1_genomic.gbff.gz,SRR19331793
GCF_002000765.1_ASM200076v1_genomic.gbff.gz,SRR19331794
GCF_002000785.1_ASM200078v1_genomic.gbff.gz,SRR19331768
GCF_002000805.1_ASM200080v1_genomic.gbff.gz,SRR19331769
GCF_002000825.1_ASM200082v1_genomic.gbff.gz,SRR19331792
GCF_002000845.1_ASM200084v1_genomic.gbff.gz,SRR19328591
GCF_002000865.1_ASM200086v1_genomic.gbff.gz,SRR19328963
GCF_002000885.1_ASM200088v1_genomic.gbff.gz,SRR19329822
GCF_002000985.1_ASM200098v1_genomic.gbff.gz,SRR23940488
GCF_002002865.1_ASM200286v1_genomic.gbff.gz,SRR23940490
GCF_002002885.1_ASM200288v1_genomic.gbff.gz,SRR23940494
GCF_002002905.1_ASM200290v1_genomic.gbff.gz,SRR23940486
GCF_002002925.1_ASM200292v1_genomic.gbff.gz,SRR23940504
GCF_002003265.1_ASM200326v1_genomic.gbff.gz,SRR23940492
GCF_002003285.1_ASM200328v1_genomic.gbff.gz,SRR10861747
GCF_002003305.1_ASM200330v1_genomic.gbff.gz,SRR10861749
GCF_002003325.1_ASM200332v1_genomic.gbff.gz,SRR10861751
GCF_002003345.1_ASM200334v1_genomic.gbff.gz,SRR10998795
GCF_002003365.1_ASM200336v1_genomic.gbff.gz,SRR12951265
GCF_002003385.1_ASM200338v1_genomic.gbff.gz,SRR18463432
GCF_002005145.1_ASM200514v1_genomic.gbff.gz,SRR18463435
GCF_002005165.1_ASM200516v1_genomic.gbff.gz,SRR18463438
GCF_002005185.1_ASM200518v1_genomic.gbff.gz,SRR19462105
GCF_002005205.3_ASM200520v3_genomic.gbff.gz,SRR19462083
GCF_002005225.1_ASM200522v1_genomic.gbff.gz,SRR19462080
GCF_002005245.1_ASM200524v1_genomic.gbff.gz,SRR19415912
GCF_002005285.1_ASM200528v1_genomic.gbff.gz,SRR15460237
GCF_002005305.1_ASM200530v1_genomic.gbff.gz,SRR24105539
GCF_002005345.1_ASM200534v1_genomic.gbff.gz,SRR24105537
GCF_002005365.1_ASM200536v1_genomic.gbff.gz,SRR24105535
GCF_002005385.2_ASM200538v2_genomic.gbff.gz,DRR336795
GCF_002005405.1_ASM200540v1_genomic.gbff.gz,DRR345075
GCF_002005425.1_ASM200542v1_genomic.gbff.gz,DRR337997
GCF_002005445.1_ASM200544v1_genomic.gbff.gz,SRR17818585
GCF_002005465.1_ASM200546v1_genomic.gbff.gz,SRR23032921
GCF_002005485.1_ASM200548v1_genomic.gbff.gz,SRR16993379
GCF_002005525.1_ASM200552v1_genomic.gbff.gz,SRR16994512
GCF_002006175.2_ASM200617v2_genomic.gbff.gz,SRR17970932
GCF_002006215.2_ASM200621v2_genomic.gbff.gz,SRR19905848
GCF_002006235.2_ASM200623v2_genomic.gbff.gz,SRR21096601
GCF_002006355.2_ASM200635v2_genomic.gbff.gz,SRR19572344
GCF_002006545.1_ASM200654v1_genomic.gbff.gz,SRR16295313
GCF_002006565.1_ASM200656v1_genomic.gbff.gz,SRR18825381
GCF_002007065.3_ASM200706v3_genomic.gbff.gz,SRR20076307
GCF_002007485.1_ASM200748v1_genomic.gbff.gz,SRR18969867
GCF_002007505.1_ASM200750v1_genomic.gbff.gz,SRR19573024
GCF_002007565.1_ASM200756v1_genomic.gbff.gz,SRR21133211
GCF_002007585.1_ASM200758v1_genomic.gbff.gz,SRR21124987
GCF_002007605.1_ASM200760v1_genomic.gbff.gz,SRR19854950
GCF_002007625.1_ASM200762v1_genomic.gbff.gz,SRR19857325
GCF_002007645.1_ASM200764v1_genomic.gbff.gz,SRR19331791
GCF_002007685.1_ASM200768v1_genomic.gbff.gz,SRR19427102
GCF_002007705.1_ASM200770v1_genomic.gbff.gz,SRR17236846
GCF_002007725.1_ASM200772v1_genomic.gbff.gz,SRR17236858
GCF_002007745.1_ASM200774v1_genomic.gbff.gz,SRR19691745
GCF_002007765.1_ASM200776v1_genomic.gbff.gz,SRR19807559
GCF_002007785.1_ASM200778v1_genomic.gbff.gz,SRR19925102
GCF_002007805.1_ASM200780v1_genomic.gbff.gz,SRR18890663
GCF_002007825.1_ASM200782v1_genomic.gbff.gz,SRR18890662
GCF_002007845.1_ASM200784v1_genomic.gbff.gz,SRR21429931
GCF_002007865.1_ASM200786v1_genomic.gbff.gz,SRR19880474
GCF_002007885.1_ASM200788v1_genomic.gbff.gz,SRR21679791
GCF_002007905.1_ASM200790v1_genomic.gbff.gz,SRR14710850
GCF_002008305.4_ASM200830v4_genomic.gbff.gz,SRR14710866
GCF_002009055.1_ASM200905v1_genomic.gbff.gz,SRR14710871
GCF_002009075.1_ASM200907v1_genomic.gbff.gz,SRR14710873
GCF_002009115.1_ASM200911v1_genomic.gbff.gz,SRR14710842
GCF_002009155.1_ASM200915v1_genomic.gbff.gz,SRR14710876
GCF_002009175.1_ASM200917v1_genomic.gbff.gz,SRR19880590
GCF_002009195.1_ASM200919v1_genomic.gbff.gz,SRR19891842
GCF_002009215.1_ASM200921v1_genomic.gbff.gz,SRR19786625
GCF_002009235.1_ASM200923v1_genomic.gbff.gz,SRR19857468
GCF_002009255.1_ASM200925v1_genomic.gbff.gz,SRR20017258
GCF_002009275.1_ASM200927v1_genomic.gbff.gz,SRR19761442
GCF_002009295.1_ASM200929v1_genomic.gbff.gz,SRR19761444
GCF_002009315.1_ASM200931v1_genomic.gbff.gz,SRR14369969
GCF_002009335.2_ASM200933v2_genomic.gbff.gz,SRR14369970
GCF_002009355.1_ASM200935v1_genomic.gbff.gz,SRR14369971
GCF_002009375.1_ASM200937v1_genomic.gbff.gz,SRR14369972
GCF_002009385.1_ASM200938v1_genomic.gbff.gz,SRR14369973
GCF_002009415.1_ASM200941v1_genomic.gbff.gz,SRR14369974
GCF_002009425.1_ASM200942v1_genomic.gbff.gz,SRR14369961
GCF_002011925.2_ASM201192v2_genomic.gbff.gz,SRR19882917
GCF_002011945.1_ASM201194v1_genomic.gbff.gz,SRR19882905
GCF_002011965.1_ASM201196v1_genomic.gbff.gz,SRR19882891
GCF_002011985.1_ASM201198v1_genomic.gbff.gz,SRR19882892
GCF_002012005.1_ASM201200v1_genomic.gbff.gz,SRR19882894
GCF_002012025.1_ASM201202v1_genomic.gbff.gz,SRR19882915
GCF_002012045.1_ASM201204v1_genomic.gbff.gz,SRR19882889
GCF_002012065.1_ASM201206v1_genomic.gbff.gz,SRR19882890
GCF_002012085.1_ASM201208v1_genomic.gbff.gz,SRR19882911
GCF_002012105.1_ASM201210v1_genomic.gbff.gz,SRR24413065
GCF_002012125.1_ASM201212v1_genomic.gbff.gz,SRR19969261
GCF_002012145.1_ASM201214v1_genomic.gbff.gz,SRR24413080
GCF_002012165.1_ASM201216v1_genomic.gbff.gz,SRR19977205
GCF_002012185.1_ASM201218v1_genomic.gbff.gz,SRR19977226
GCF_002012205.1_ASM201220v1_genomic.gbff.gz,SRR19977229
GCF_002012225.1_ASM201222v1_genomic.gbff.gz,SRR19977228
GCF_002012245.1_ASM201224v1_genomic.gbff.gz,SRR19977230
GCF_002012265.1_ASM201226v1_genomic.gbff.gz,SRR19977206
GCF_002012285.1_ASM201228v1_genomic.gbff.gz,SRR19977203
GCF_002012305.1_ASM201230v1_genomic.gbff.gz,SRR19977209
GCF_002012365.1_ASM201236v1_genomic.gbff.gz,SRR19977220
GCF_002018515.1_ASM201851v1_genomic.gbff.gz,SRR19977232
GCF_002019265.2_ASM201926v2_genomic.gbff.gz,SRR19977231
GCF_002021755.1_ASM202175v1_genomic.gbff.gz,SRR19977208
GCF_002021775.1_ASM202177v1_genomic.gbff.gz,SRR19977207
GCF_002021795.1_ASM202179v1_genomic.gbff.gz,SRR8994061
GCF_002021815.1_ASM202181v1_genomic.gbff.gz,SRR8994054
GCF_002021875.1_ASM202187v1_genomic.gbff.gz,SRR15827385
GCF_002021925.1_ASM202192v1_genomic.gbff.gz,SRR9140734
GCF_002021945.1_ASM202194v1_genomic.gbff.gz,SRR9140736
GCF_002021965.1_ASM202196v1_genomic.gbff.gz,SRR18725124
GCF_002021985.1_ASM202198v1_genomic.gbff.gz,SRR15827382
GCF_002022005.1_ASM202200v1_genomic.gbff.gz,SRR15827389
GCF_002022025.1_ASM202202v1_genomic.gbff.gz,SRR15827378
GCF_002022045.1_ASM202204v1_genomic.gbff.gz,SRR22103070
GCF_002022065.1_ASM202206v1_genomic.gbff.gz,SRR14710849
GCF_002022085.1_ASM202208v1_genomic.gbff.gz,SRR19976314
GCF_002022105.1_ASM202210v1_genomic.gbff.gz,SRR18777562
GCF_002022125.1_ASM202212v1_genomic.gbff.gz,SRR18777560
GCF_002022145.1_ASM202214v1_genomic.gbff.gz,SRR18777556
GCF_002022225.1_ASM202222v1_genomic.gbff.gz,SRR18777554
GCF_002022485.1_ASM202248v1_genomic.gbff.gz,SRR20020687
GCF_002022505.1_ASM202250v1_genomic.gbff.gz,SRR20020688
GCF_002022585.1_ASM202258v1_genomic.gbff.gz,SRR20020689
GCF_002022605.1_ASM202260v1_genomic.gbff.gz,SRR20020690
GCF_002022665.1_ASM202266v1_genomic.gbff.gz,SRR20001171
GCF_002022745.1_ASM202274v1_genomic.gbff.gz,DRR374621
GCF_002023005.1_ASM202300v1_genomic.gbff.gz,DRR376828
GCF_002023235.2_ASM202323v2_genomic.gbff.gz,SRR18532844
GCF_002023665.2_ASM202366v2_genomic.gbff.gz,SRR18516216
GCF_002024185.1_ASM202418v1_genomic.gbff.gz,SRR18516323
GCF_002024205.1_ASM202420v1_genomic.gbff.gz,DRR398239
GCF_002024225.1_ASM202422v1_genomic.gbff.gz,SRR16992660
GCF_002024245.1_ASM202424v1_genomic.gbff.gz,SRR18107532
GCF_002024265.1_ASM202426v1_genomic.gbff.gz,SRR20229953
GCF_002024285.1_ASM202428v1_genomic.gbff.gz,SRR21131591
GCF_002024305.1_ASM202430v1_genomic.gbff.gz,SRR21129904
GCF_002024325.1_ASM202432v1_genomic.gbff.gz,SRR14873689
GCF_002024345.1_ASM202434v1_genomic.gbff.gz,SRR8840551
GCF_002024615.2_ASM202461v2_genomic.gbff.gz,SRR8840547
GCF_002024805.1_ASM202480v1_genomic.gbff.gz,SRR8840549
GCF_002024825.1_ASM202482v1_genomic.gbff.gz,SRR8840546
