RefSeq_ID,SRA_ID,Run_accession_ID,Assembly_ID
GCF_002859285.1,SRS3693228,NA,ASM285928v1
GCF_002859305.1,SRS3693236,NA,ASM285930v1
GCF_002859325.1,SRS3693239,NA,ASM285932v1
GCF_002859345.1,SRS3693232,NA,ASM285934v1
GCF_002859365.1,SRS3693224,NA,ASM285936v1
GCF_002859385.1,SRS3693234,NA,ASM285938v1
GCF_002859405.1,SRS3693225,NA,ASM285940v1
GCF_002859425.1,SRS3693227,NA,ASM285942v1
GCF_002859445.1,SRS3693233,NA,ASM285944v1
GCF_002859465.1,SRS3693229,NA,ASM285946v1
GCF_002859485.1,SRS3693238,NA,ASM285948v1
GCF_002859505.1,SRS3693237,NA,ASM285950v1
GCF_002859525.1,SRS3693230,NA,ASM285952v1
GCF_002859545.1,SRS3693231,NA,ASM285954v1
GCF_002859565.1,NA,NA,ASM285956v1
GCF_002859585.1,SRS4717059,SRR9006220,ASM285958v1
GCF_002859605.1,SRS2357487,SRR5829810,ASM285960v1
GCF_002859625.1,SRS2357475,SRR5829829,ASM285962v1
GCF_002859645.1,SRS2357472,SRR5829815,ASM285964v1
GCF_002859665.1,SRS2357464,SRR5829777,ASM285966v1
GCF_002859685.1,SRS2357503,SRR5829762,ASM285968v1
GCF_002859705.1,SRS2357508,SRR5829744,ASM285970v1
GCF_002859725.1,SRS2357463,SRR5829763,ASM285972v1
GCF_002859745.1,SRS2357488,SRR5829759,ASM285974v1
GCF_002859765.1,SRS2357486,SRR5829781,ASM285976v1
GCF_002859785.1,SRS2357497,SRR5829748,ASM285978v1
GCF_002859805.1,SRS2357439,SRR5829790,ASM285980v1
GCF_002859825.1,SRS4717069,SRR9006209,ASM285982v1
GCF_002859845.1,SRS3363931,SRR10258103,ASM285984v1
GCF_002859865.1,SRS3363932,SRR10258100,ASM285986v1
GCF_002859885.1,SRS3363933,SRR10258098,ASM285988v1
GCF_002859905.1,SRS3363934,SRR10258099,ASM285990v1
GCF_002859945.1,SRS3363922,SRR10258097,ASM285994v1
GCF_002859965.1,SRS5501251,SRR10258090,ASM285996v1
GCF_002859985.1,SRS3363924,SRR10258101,ASM285998v1
GCF_002860005.1,SRS3363923,SRR10258093,ASM286000v1
GCF_002860025.1,SRS3363930,SRR10258092,ASM286002v1
GCF_002860045.1,SRS5501238,SRR10258116,ASM286004v1
GCF_002860065.1,SRS1999774,SRR5337839,ASM286006v1
GCF_002860085.1,SRS1892034,NA,ASM286008v1
GCF_002860105.1,SRS1892027,NA,ASM286010v1
GCF_002860645.2,SRS18101096,NA,ASM286064v2
GCF_002863665.1,NA,NA,ASM286366v1
GCF_002863685.1,NA,NA,ASM286368v1
GCF_002863725.1,NA,NA,ASM286372v1
GCF_002863745.1,NA,NA,ASM286374v1
GCF_002863765.1,SRS701684,SRR1576113,ASM286376v1
GCF_002863785.1,NA,NA,ASM286378v1
GCF_002863805.1,NA,NA,ASM286380v1
GCF_002863825.2,NA,NA,ASM286382v3
GCF_002863845.1,NA,NA,ASM286384v1
GCF_002863865.1,NA,NA,ASM286386v1
GCF_002863885.1,NA,NA,ASM286388v1
GCF_002863905.1,NA,NA,ASM286390v1
GCF_002865505.1,NA,NA,ASM286550v1
GCF_002865525.1,NA,NA,ASM286552v1
GCF_002865545.1,NA,NA,ASM286554v1
GCF_002865565.1,NA,NA,ASM286556v1
GCF_002865585.1,NA,NA,ASM286558v1
GCF_002865605.1,NA,NA,ASM286560v1
GCF_002865745.1,SRS1217454,SRR3038658,ASM286574v1
GCF_002865765.1,SRS1211063,SRR3028127,ASM286576v1
GCF_002865785.1,SRS1208882,SRR3019207,ASM286578v1
GCF_002865805.1,SRS1217442,SRR3038643,ASM286580v1
GCF_002865825.1,SRS1217456,SRR3038662,ASM286582v1
GCF_002865845.1,SRS1217450,SRR3038654,ASM286584v1
GCF_002865885.1,SRS1211460,SRR3028867,ASM286588v1
GCF_002865995.1,SRS1254692,SRR3109670,ASM286599v1
GCF_002866045.1,SRS1254882,SRR3109908,ASM286604v1
GCF_002866125.1,SRS1254890,SRR3109923,ASM286612v1
GCF_002866225.1,SRS1254889,SRR3109925,ASM286622v1
GCF_002866885.2,NA,NA,ASM286688v2
GCF_002868735.1,NA,NA,ASM286873v1
GCF_002868755.1,NA,NA,ASM286875v1
GCF_002868775.1,NA,NA,ASM286877v1
GCF_002869785.1,SRS1175141,SRR2954655,ASM286978v1
GCF_002869805.1,NA,NA,ASM286980v1
GCF_002869825.2,NA,NA,ASM286982v2
GCF_002870165.1,SRS2836989,NA,ASM287016v1
GCF_002871575.2,SRS2439870,SRR5945975,ASM287157v2
GCF_002871855.1,SRS2439836,SRR5946010,ASM287185v2
GCF_002871915.2,SRS2439817,SRR5946029,ASM287191v2
GCF_002871945.2,SRS2439820,SRR5946026,ASM287194v2
GCF_002872015.2,SRS2439823,SRR5946023,ASM287201v2
GCF_002872415.1,NA,NA,ASM287241v1
GCF_002872435.1,NA,NA,ASM287243v1
GCF_002872455.1,NA,NA,ASM287245v1
GCF_002872475.1,NA,NA,ASM287247v1
GCF_002874965.1,NA,NA,ASM287496v1
GCF_002879955.1,NA,NA,ASM287995v1
GCF_002879975.1,NA,NA,ASM287997v1
GCF_002879995.1,NA,NA,ASM287999v1
GCF_002880615.1,NA,NA,ASM288061v1
GCF_002880635.1,NA,NA,ASM288063v1
GCF_002881155.1,NA,NA,ASM288115v1
GCF_002881175.1,NA,NA,ASM288117v1
GCF_002881195.1,NA,NA,ASM288119v1
GCF_002881215.1,NA,NA,ASM288121v1
GCF_002881235.1,NA,NA,ASM288123v1
GCF_002881255.1,NA,NA,ASM288125v1
GCF_002881275.1,NA,NA,ASM288127v1
GCF_002881295.1,NA,NA,ASM288129v1
GCF_002881315.1,NA,NA,ASM288131v1
GCF_002881335.1,NA,NA,ASM288133v1
GCF_002881355.1,NA,NA,ASM288135v1
GCF_002881375.1,NA,NA,ASM288137v1
GCF_002881415.1,NA,NA,ASM288141v1
GCF_002881455.1,NA,NA,ASM288145v1
GCF_002881475.1,NA,NA,ASM288147v1
GCF_002881495.1,NA,NA,ASM288149v1
GCF_002881515.1,NA,NA,ASM288151v1
GCF_002881535.1,NA,NA,ASM288153v1
GCF_002881555.1,NA,NA,ASM288155v1
GCF_002881575.1,NA,NA,ASM288157v1
GCF_002881595.1,NA,NA,ASM288159v1
GCF_002881615.1,NA,NA,ASM288161v1
GCF_002881695.1,NA,NA,ASM288169v1
GCF_002881775.1,NA,NA,ASM288177v1
GCF_002881865.1,NA,NA,ASM288186v1
GCF_002881935.1,NA,NA,ASM288193v1
GCF_002882035.1,NA,NA,ASM288203v1
GCF_002882125.1,NA,NA,ASM288212v1
GCF_002882205.1,NA,NA,ASM288220v1
GCF_002882275.1,NA,NA,ASM288227v1
GCF_002882375.1,NA,NA,ASM288237v1
GCF_002882465.1,NA,NA,ASM288246v1
GCF_002882555.1,NA,NA,ASM288255v1
GCF_002882645.1,NA,NA,ASM288264v1
GCF_002882745.1,NA,NA,ASM288274v1
GCF_002882835.1,NA,NA,ASM288283v1
GCF_002886045.1,NA,NA,ASM288604v1
GCF_002886065.1,NA,NA,ASM288606v1
GCF_002886145.1,SRS2769089,SRR6389902,ASM288614v1
GCF_002886165.1,SRS2769088,SRR6389903,ASM288616v1
GCF_002886195.1,SRS2769081,SRR6389910,ASM288619v1
GCF_002886225.1,SRS2769094,SRR6389897,ASM288622v1
GCF_002886335.1,SRS2769083,SRR6389908,ASM288633v1
GCF_002886405.1,SRS2769086,SRR6389905,ASM288640v1
GCF_002886505.1,SRS2769087,SRR6389904,ASM288650v1
GCF_002886585.1,SRS2769090,SRR6389901,ASM288658v1
GCF_002886685.1,SRS2769085,SRR6389906,ASM288668v1
GCF_002886775.1,SRS2769095,SRR6389896,ASM288677v1
GCF_002886865.1,SRS2769092,SRR6389899,ASM288686v1
GCF_002886945.1,SRS2769091,SRR6389900,ASM288694v1
GCF_002887065.1,SRS2769093,SRR6389898,ASM288706v1
GCF_002887145.1,SRS2769080,SRR6389911,ASM288714v1
GCF_002887255.1,SRS2769082,SRR6389909,ASM288725v1
GCF_002887275.1,NA,NA,ASM288727v1
GCF_002887335.1,SRS2769084,SRR6389907,ASM288733v1
GCF_002887555.1,NA,NA,ASM288755v1
GCF_002887615.1,NA,NA,ASM288761v1
GCF_002887655.1,NA,NA,ASM288765v1
GCF_002887715.1,NA,NA,ASM288771v1
GCF_002888685.1,NA,NA,ASM288868v1
GCF_002888715.1,NA,NA,ASM288871v1
GCF_002891475.1,NA,NA,ASM289147v1
GCF_002891665.1,NA,NA,ASM289166v1
GCF_002891825.2,NA,NA,ASM289182v2
GCF_002891845.2,NA,NA,ASM289184v2
GCF_002891905.1,NA,NA,ASM289190v1
GCF_002891925.1,NA,NA,ASM289192v1
GCF_002891945.1,NA,NA,ASM289194v1
GCF_002891965.1,NA,NA,ASM289196v1
GCF_002891985.1,NA,NA,ASM289198v1
GCF_002892005.1,NA,NA,ASM289200v1
GCF_002892025.1,NA,NA,ASM289202v1
GCF_002892045.1,NA,NA,ASM289204v1
GCF_002892065.1,NA,NA,ASM289206v1
GCF_002892085.1,NA,NA,ASM289208v1
GCF_002892125.1,NA,NA,ASM289212v1
GCF_002892145.1,NA,NA,ASM289214v1
GCF_002892165.1,NA,NA,ASM289216v1
GCF_002892185.1,NA,NA,ASM289218v1
GCF_002892205.1,NA,NA,ASM289220v1
GCF_002892225.1,NA,NA,ASM289222v1
GCF_002892245.1,NA,NA,ASM289224v1
GCF_002892265.1,NA,NA,ASM289226v1
GCF_002892535.1,NA,NA,ASM289253v1
GCF_002892555.1,SRS2340983,NA,ASM289255v1
GCF_002892575.1,SRS2340984,NA,ASM289257v1
GCF_002892595.1,SRS2340985,NA,ASM289259v1
GCF_002892665.1,SRS2357506,SRR5829751,ASM289266v1
GCF_002892685.1,SRS2357481,SRR5829804,ASM289268v1
GCF_002892705.1,SRS2357453,SRR5829857,ASM289270v1
GCF_002892725.1,SRS2357496,SRR5829755,ASM289272v1
GCF_002892745.1,SRS2357480,SRR5829824,ASM289274v1
GCF_002892765.1,SRS2357476,SRR5829828,ASM289276v1
GCF_002892855.1,NA,NA,ASM289285v1
GCF_002893765.1,NA,NA,ASM289376v1
GCF_002893785.1,NA,NA,ASM289378v1
GCF_002893805.1,NA,NA,ASM289380v1
GCF_002893825.1,NA,NA,ASM289382v1
GCF_002893845.1,NA,NA,ASM289384v1
GCF_002893885.1,NA,NA,ASM289388v1
GCF_002893905.2,NA,NA,ASM289390v2
GCF_002893965.1,NA,NA,ASM289396v1
GCF_002894285.1,NA,NA,ASM289428v1
GCF_002894385.2,SRS3135806,NA,ASM289438v2
GCF_002895085.1,NA,NA,ASM289508v1
GCF_002895105.1,NA,NA,ASM289510v1
GCF_002895125.1,NA,NA,ASM289512v1
GCF_002895145.1,NA,NA,ASM289514v1
GCF_002895185.1,NA,NA,ASM289518v2
GCF_002895205.1,NA,NA,ASM289520v1
GCF_002895225.1,NA,NA,ASM289522v1
GCF_002895245.1,NA,NA,ASM289524v1
GCF_002895385.1,NA,NA,ASM289538v1
GCF_002895405.1,NA,NA,ASM289540v1
GCF_002895725.2,NA,NA,ASM289572v2
GCF_002896375.1,SRS3956249,NA,ASM289637v1
GCF_002896855.1,NA,NA,ASM289685v1
GCF_002896875.1,SRS2493348,SRR6008330,ASM289687v1
GCF_002899475.1,NA,NA,ASM289947v1
GCF_002899495.1,NA,NA,ASM289949v1
GCF_002899515.1,NA,NA,ASM289951v1
GCF_002899535.1,NA,NA,ASM289953v1
GCF_002900305.1,NA,NA,ASM290030v1
GCF_002900325.1,NA,NA,ASM290032v1
GCF_002900365.1,NA,NA,ASM290036v1
GCF_002900385.1,NA,NA,ASM290038v1
GCF_002902805.2,SRS3177645,NA,ASM290280v2
GCF_002902825.1,NA,NA,ASM290282v1
GCF_002902865.1,SRS2871500,SRR6515665,ASM290286v1
GCF_002902885.1,SRS2869942,SRR6513917,ASM290288v1
GCF_002902905.1,SRS2871474,SRR6515639,ASM290290v1
GCF_002902925.1,NA,NA,ASM290292v1
GCF_002902945.1,NA,NA,ASM290294v1
GCF_002902965.1,NA,NA,ASM290296v1
GCF_002902985.1,SRS2861936,SRR6511856,ASM290298v1
GCF_002903005.1,SRS2870083,SRR6514140,ASM290300v1
GCF_002903025.1,SRS2870266,SRR6514349,ASM290302v1
GCF_002903045.1,SRS2869993,SRR6514047,ASM290304v1
GCF_002903065.1,SRS2870034,SRR6514088,ASM290306v1
GCF_002903085.1,SRS2862728,SRR6511326,ASM290308v1
GCF_002903105.1,SRS2871200,SRR6515289,ASM290310v1
GCF_002903125.1,SRS2871282,SRR6515382,ASM290312v1
GCF_002903215.1,SRS2890528,SRR6635722,ASM290321v1
GCF_002903305.1,SRS2871341,SRR6515498,ASM290330v1
GCF_002903405.1,SRS2874395,SRR6619559,ASM290340v1
GCF_002903485.1,SRS2871251,SRR6515344,ASM290348v1
GCF_002905685.2,NA,NA,ASM290568v2
GCF_002905795.2,NA,NA,ASM290579v2
GCF_002905815.2,NA,NA,ASM290581v2
GCF_002906195.1,NA,NA,ASM290619v1
GCF_002906395.1,SRS2871340,SRR6515493,ASM290639v1
GCF_002906415.1,SRS2871503,SRR6515671,ASM290641v1
GCF_002906435.1,SRS2871252,SRR6515346,ASM290643v1
GCF_002906455.1,NA,NA,ASM290645v1
GCF_002906475.1,NA,NA,ASM290647v1
GCF_002906495.1,NA,NA,ASM290649v1
GCF_002906515.1,NA,NA,ASM290651v1
GCF_002906535.1,NA,NA,ASM290653v1
GCF_002906555.1,NA,NA,ASM290655v1
GCF_002906595.1,NA,NA,ASM290659v1
GCF_002906615.1,NA,NA,ASM290661v1
GCF_002906655.1,NA,NA,ASM290665v1
GCF_002906875.1,NA,NA,ASM290687v1
GCF_002909775.1,NA,NA,ASM290977v2
GCF_002910725.2,NA,NA,ASM291072v2
GCF_002910775.2,NA,NA,ASM291077v2
GCF_002918585.2,SRS2916925,SRR6675860,ASM291858v2
GCF_002920045.2,SRS2737847,SRR6351166,ASM292004v2
GCF_002921235.2,SRS2742161,SRR6357063,ASM292123v2
GCF_002925525.1,NA,NA,YDC107
GCF_002934025.1,SRS1534008,SRR3736530,ASM293402v1
GCF_002934065.1,SRS1797908,SRR5019751,ASM293406v1
GCF_002934285.1,SRS2890625,SRR6635819,ASM293428v1
GCF_002934345.1,SRS2874246,SRR6519474,ASM293434v1
GCF_002934425.1,SRS2874394,SRR6619553,ASM293442v1
GCF_002934505.1,SRS2871646,SRR6515888,ASM293450v1
GCF_002934585.1,SRS2869943,SRR6513920,ASM293458v1
GCF_002934695.1,SRS2890642,SRR6635840,ASM293469v1
GCF_002934795.1,SRS2890563,SRR6635759,ASM293479v1
GCF_002934895.1,SRS2874245,SRR6519470,ASM293489v1
GCF_002934965.1,SRS2874244,SRR6519466,ASM293496v1
GCF_002935055.1,SRS2874207,SRR6519425,ASM293505v1
GCF_002935085.1,SRS2874145,SRR6519356,ASM293508v1
GCF_002935105.1,SRS2874141,SRR6519351,ASM293510v1
GCF_002943525.1,SRS2683495,NA,ASM294352v1
GCF_002943545.1,NA,NA,ASM294354v1
GCF_002943835.1,NA,NA,ASM294383v1
GCF_002943855.1,NA,NA,ASM294385v1
GCF_002943895.1,NA,NA,ASM294389v1
GCF_002943995.1,SRS1135273,SRR2823662,ASM294399v1
GCF_002944315.1,NA,NA,ASM294431v1
GCF_002944405.1,NA,NA,ASM294440v1
GCF_002944495.1,NA,NA,ASM294449v1
GCF_002944585.1,SRS5570399,NA,ASM294458v1
GCF_002944765.1,NA,NA,ASM294476v1
GCF_002944845.1,NA,NA,ASM294484v1
GCF_002944935.1,SRS1135085,SRR2820658,ASM294493v1
GCF_002944995.1,SRS1135173,SRR2821770,ASM294499v1
GCF_002945135.3,SRS1903366,NA,ASM294513v3
GCF_002945235.1,NA,NA,ASM294523v1
GCF_002945415.1,NA,NA,ASM294541v1
GCF_002945515.1,NA,NA,ASM294551v1
GCF_002945665.1,NA,NA,ASM294566v1
GCF_002945755.1,NA,NA,ASM294575v1
GCF_002945855.1,NA,NA,ASM294585v1
GCF_002945945.1,NA,NA,ASM294594v1
GCF_002946035.1,NA,NA,ASM294603v1
GCF_002946135.1,NA,NA,ASM294613v1
GCF_002946195.1,NA,NA,ASM294619v1
GCF_002946375.1,NA,NA,ASM294637v1
GCF_002946455.1,NA,NA,ASM294645v1
GCF_002946515.2,NA,NA,ASM294651v2
GCF_002946535.2,NA,NA,ASM294653v2
GCF_002946555.2,NA,NA,ASM294655v2
GCF_002946595.1,NA,NA,ASM294659v1
GCF_002946635.1,SRS1256860,SRR3112273,ASM294663v1
GCF_002946655.1,NA,NA,ASM294665v1
GCF_002946675.1,NA,NA,ASM294667v1
GCF_002946695.1,NA,NA,ASM294669v1
GCF_002946715.1,NA,NA,ASM294671v1
GCF_002946735.1,NA,NA,ASM294673v1
GCF_002946835.1,NA,NA,ASM294683v1
GCF_002946935.1,NA,NA,ASM294693v1
GCF_002947035.1,SRS1256859,SRR3112275,ASM294703v1
GCF_002947135.1,SRS1256883,SRR3112281,ASM294713v1
GCF_002947235.1,SRS1256857,SRR3112277,ASM294723v1
GCF_002947315.1,SRS1256858,SRR3290645,ASM294731v1
GCF_002947415.1,SRS1350019,SRR3242008,ASM294741v1
GCF_002947505.1,SRS1256856,SRR3112278,ASM294750v1
GCF_002947575.1,NA,NA,ASM294757v1
GCF_002947675.1,SRS1256861,SRR3112274,ASM294767v1
GCF_002947755.1,SRS1256901,SRR3112317,ASM294775v1
GCF_002947845.1,SRS1350009,SRR3242011,ASM294784v1
GCF_002947915.1,NA,NA,ASM294791v1
GCF_002947975.1,NA,NA,ASM294797v1
GCF_002948105.1,NA,NA,ASM294810v1
GCF_002948215.1,NA,NA,ASM294821v1
GCF_002948295.1,NA,NA,ASM294829v1
GCF_002948565.1,SRS1256898,SRR3112320,ASM294856v1
GCF_002948655.1,SRS1256921,SRR3112326,ASM294865v1
GCF_002948835.2,SRS1256900,SRR3290648,ASM294883v2
GCF_002948925.1,SRS1350014,SRR3242016,ASM294892v1
GCF_002948995.1,NA,NA,ASM294899v1
GCF_002949085.1,NA,NA,ASM294908v1
GCF_002949175.1,NA,NA,ASM294917v1
GCF_002949255.1,NA,NA,ASM294925v1
GCF_002949345.1,NA,NA,ASM294934v1
GCF_002949415.1,NA,NA,ASM294941v1
GCF_002949455.1,NA,NA,ASM294945v1
GCF_002949475.1,NA,NA,ASM294947v1
GCF_002949495.1,NA,NA,ASM294949v1
GCF_002949515.1,NA,NA,ASM294951v1
GCF_002949535.1,NA,NA,ASM294953v1
GCF_002949555.1,NA,NA,ASM294955v1
GCF_002949575.1,NA,NA,ASM294957v1
GCF_002949615.1,NA,NA,ASM294961v1
GCF_002949635.1,SRS2909572,SRR6668093,ASM294963v1
GCF_002949655.1,NA,NA,ASM294965v1
GCF_002949675.1,NA,NA,ASM294967v1
GCF_002949695.1,NA,NA,ASM294969v1
GCF_002949715.1,NA,NA,ASM294971v1
GCF_002949735.1,NA,NA,ASM294973v1
GCF_002949755.1,NA,NA,ASM294975v1
GCF_002949775.1,NA,NA,ASM294977v1
GCF_002949795.1,NA,NA,ASM294979v1
GCF_002949815.1,NA,NA,ASM294981v1
GCF_002949835.1,NA,NA,ASM294983v1
GCF_002949855.1,NA,NA,ASM294985v1
GCF_002949875.1,SRS1206229,SRR2994192,ASM294987v1
GCF_002949915.1,NA,NA,ASM294991v1
GCF_002949935.1,SRS1206235,SRR2994193,ASM294993v1
GCF_002949975.1,NA,NA,ASM294997v1
GCF_002949995.1,NA,NA,ASM294999v1
GCF_002950015.1,NA,NA,ASM295001v1
GCF_002950035.1,NA,NA,ASM295003v1
GCF_002950055.1,NA,NA,ASM295005v1
GCF_002950075.1,NA,NA,ASM295007v1
GCF_002950095.1,NA,NA,ASM295009v1
GCF_002950115.1,NA,NA,ASM295011v1
GCF_002950135.1,NA,NA,ASM295013v1
GCF_002950155.1,NA,NA,ASM295015v1
GCF_002950175.1,NA,NA,ASM295017v1
GCF_002950215.1,NA,NA,ASM295021v1
GCF_002950235.1,NA,NA,ASM295023v1
GCF_002950255.1,NA,NA,ASM295025v1
GCF_002950275.1,SRS1209889,SRR3020611,ASM295027v1
GCF_002950315.1,NA,NA,ASM295031v1
GCF_002950335.1,NA,NA,ASM295033v1
GCF_002950375.1,NA,NA,ASM295037v1
GCF_002950395.1,NA,NA,ASM295039v1
GCF_002950495.2,SRS2836247,NA,ASM295049v2
GCF_002950575.1,NA,NA,ASM295057v1
GCF_002950695.1,NA,NA,ASM295069v1
GCF_002950775.1,NA,NA,ASM295077v1
GCF_002950945.1,NA,NA,ASM295094v1
GCF_002951025.1,NA,NA,ASM295102v1
GCF_002951115.1,SRS1133134,SRR2814182,ASM295111v1
GCF_002951195.1,SRS1134893,SRR2819262,ASM295119v1
GCF_002951295.1,SRS1134899,SRR2819364,ASM295129v1
GCF_002951395.1,SRS1134925,SRR2819858,ASM295139v1
GCF_002951455.1,SRS1134942,SRR2819878,ASM295145v1
GCF_002951475.1,SRS1135214,SRR2822468,ASM295147v1
GCF_002951505.1,SRS1309222,NA,ASM295150v1
GCF_002951555.1,NA,NA,ASM295155v1
GCF_002951575.1,SRS2704339,SRR6310699,ASM295157v1
GCF_002951595.1,NA,NA,ASM295159v1
GCF_002951615.1,NA,NA,ASM295161v1
GCF_002951635.1,SRS1135167,SRR2821776,ASM295163v1
GCF_002951655.1,SRS1916199,NA,ASM295165v1
GCF_002951675.1,SRS1916210,NA,ASM295167v1
GCF_002951695.1,SRS1916208,NA,ASM295169v1
GCF_002951715.1,SRS1916206,NA,ASM295171v1
GCF_002951735.1,SRS1916198,NA,ASM295173v1
GCF_002951755.1,SRS1916204,NA,ASM295175v1
GCF_002951775.1,SRS1916203,NA,ASM295177v1
GCF_002951795.1,SRS1916202,NA,ASM295179v1
GCF_002951835.1,SRS13953236,NA,ASM295183v1
GCF_002951855.1,NA,NA,ASM295185v1
GCF_002951875.1,NA,NA,ASM295187v1
GCF_002951895.1,NA,NA,ASM295189v1
GCF_002951915.1,NA,NA,ASM295191v1
GCF_002951935.1,NA,NA,ASM295193v1
GCF_002951955.2,SRS6573991,SRR11671395,ASM295195v2
GCF_002951975.1,NA,NA,ASM295197v1
GCF_002951995.1,NA,NA,ASM295199v1
GCF_002952015.1,NA,NA,ASM295201v1
GCF_002952035.2,SRS2151341,SRR10970661,ASM295203v2
GCF_002952055.1,NA,NA,ASM295205v1
GCF_002952075.1,NA,NA,ASM295207v1
GCF_002952095.1,NA,NA,ASM295209v1
GCF_002952135.1,NA,NA,ASM295213v1
GCF_002952215.1,NA,NA,ASM295221v1
GCF_002952295.1,SRS2758953,NA,ASM295229v1
GCF_002952315.1,NA,NA,ASM295231v1
GCF_002952335.1,NA,NA,ASM295233v1
GCF_002952355.1,NA,NA,ASM295235v1
GCF_002952375.1,NA,NA,ASM295237v1
GCF_002952455.1,NA,NA,ASM295245v1
GCF_002952475.1,NA,NA,ASM295247v1
GCF_002952495.1,NA,NA,ASM295249v1
GCF_002952515.1,NA,NA,ASM295251v1
GCF_002952535.1,NA,NA,ASM295253v1
GCF_002952555.1,NA,NA,ASM295255v1
GCF_002952575.1,NA,NA,ASM295257v1
GCF_002952595.1,NA,NA,ASM295259v1
GCF_002952615.1,NA,NA,ASM295261v1
GCF_002952635.1,NA,NA,ASM295263v1
GCF_002952655.1,NA,NA,ASM295265v1
GCF_002952675.1,NA,NA,ASM295267v1
GCF_002952695.1,NA,NA,ASM295269v1
GCF_002952715.2,NA,NA,ASM295271v2
GCF_002952735.2,NA,NA,ASM295273v2
GCF_002952755.1,NA,NA,ASM295275v1
GCF_002952835.1,SRS2833980,SRR6471047,ASM295283v1
GCF_002952855.1,NA,NA,ASM295285v1
GCF_002952875.1,NA,NA,ASM295287v1
GCF_002952895.1,NA,NA,ASM295289v1
GCF_002952915.1,NA,NA,ASM295291v1
GCF_002952935.1,NA,NA,ASM295293v1
GCF_002952955.1,NA,NA,ASM295295v1
GCF_002952975.1,NA,NA,ASM295297v1
GCF_002952995.1,NA,NA,ASM295299v1
GCF_002953015.1,NA,NA,ASM295301v1
GCF_002953035.1,NA,NA,ASM295303v1
GCF_002953055.1,NA,NA,ASM295305v1
GCF_002953075.1,NA,NA,ASM295307v1
GCF_002953095.1,NA,NA,ASM295309v1
GCF_002953115.1,NA,NA,ASM295311v1
GCF_002953155.1,SRS1527573,SRR3703042,ASM295315v1
GCF_002953175.1,SRS4087509,NA,ASM295317v1
GCF_002953195.1,NA,NA,ASM295319v1
GCF_002953215.1,NA,NA,ASM295321v1
GCF_002953235.1,NA,NA,ASM295323v1
GCF_002953275.1,NA,NA,ASM295327v1
GCF_002953295.1,SRS1133139,SRR2814260,ASM295329v1
GCF_002953315.1,NA,NA,ASM295331v1
GCF_002953335.1,SRS1133451,SRR2814770,ASM295333v1
GCF_002953355.1,SRS1133499,SRR2814828,ASM295335v1
GCF_002953375.1,SRS1133500,SRR2814833,ASM295337v1
GCF_002953395.1,SRS1134405,SRR2817106,ASM295339v1
GCF_002953415.1,NA,NA,ASM295341v1
GCF_002953435.1,NA,NA,ASM295343v1
GCF_002953455.1,SRS2866573,NA,ASM295345v1
GCF_002953515.1,SRS1134742,SRR2817450,ASM295351v1
GCF_002953535.1,SRS1134761,SRR2817472,ASM295353v1
GCF_002953555.1,NA,NA,ASM295355v1
GCF_002953575.2,NA,NA,ASM295357v2
GCF_002953595.1,NA,NA,ASM295359v1
GCF_002953655.1,NA,NA,ASM295365v1
GCF_002953715.1,NA,NA,ASM295371v1
GCF_002953735.1,NA,NA,ASM295373v1
GCF_002953755.1,NA,NA,ASM295375v1
GCF_002953775.1,NA,NA,ASM295377v1
GCF_002953795.1,NA,NA,ASM295379v1
GCF_002953815.1,NA,NA,ASM295381v1
GCF_002953835.1,NA,NA,ASM295383v1
GCF_002953855.1,NA,NA,ASM295385v1
GCF_002953875.1,NA,NA,ASM295387v1
GCF_002953895.1,NA,NA,ASM295389v1
GCF_002953935.1,NA,NA,ASM295393v1
GCF_002953955.1,NA,NA,ASM295395v1
GCF_002953975.1,SRS1134794,SRR2818091,ASM295397v1
GCF_002954055.1,SRS1135206,SRR2822443,ASM295405v1
GCF_002954165.1,SRS1256896,SRR3290651,ASM295416v1
GCF_002954185.1,SRS5169369,NA,ASM295418v1
GCF_002954205.1,SRS5169368,NA,ASM295420v1
GCF_002960215.1,SRS2344450,NA,ASM296021v1
GCF_002966125.1,NA,NA,ASM296612v1
GCF_002966495.1,NA,NA,ASM296649v1
GCF_002966515.1,NA,NA,ASM296651v1
GCF_002966535.1,NA,NA,ASM296653v1
GCF_002966555.1,SRS909321,SRR1973569,ASM296655v1
GCF_002966575.1,NA,NA,ASM296657v1
GCF_002966595.1,NA,NA,ASM296659v1
GCF_002966615.1,NA,NA,ASM296661v1
GCF_002966635.1,NA,NA,ASM296663v1
GCF_002966655.1,NA,NA,ASM296665v1
GCF_002966675.1,NA,NA,ASM296667v1
GCF_002966695.1,NA,NA,ASM296669v1
GCF_002966715.1,NA,NA,ASM296671v1
GCF_002966735.1,NA,NA,ASM296673v1
GCF_002966755.1,NA,NA,ASM296675v1
GCF_002966775.1,SRS2490113,SRR6003489,ASM296677v1
GCF_002966795.1,SRS2490115,SRR6003487,ASM296679v1
GCF_002966815.1,SRS2490157,SRR6003445,ASM296681v1
GCF_002966835.1,SRS2490097,SRR6003505,ASM296683v1
GCF_002966855.1,SRS2490156,SRR6003446,ASM296685v1
GCF_002966875.1,NA,NA,ASM296687v1
GCF_002966955.1,NA,NA,ASM296695v1
GCF_002967795.2,NA,NA,ASM296779v2
GCF_002967855.2,NA,NA,ASM296785v2
