RefSeq_ID,SRA_ID,Run_accession_ID,Assembly_ID
GCF_900607285.1,ERS1942614,NA,BPH3244
GCF_900607295.1,ERS1942450,ERR2137172,BPH2869
GCF_900607305.1,ERS2859127,NA,BPH2056
GCF_900608505.1,ERS2625773,ERR2715044,Chr_1
GCF_900618245.1,ERS2735090,ERR2796916,paerg000
GCF_900618255.1,ERS2735101,ERR2796927,paerg002
GCF_900618265.1,ERS2735113,ERR2796939,paerg004
GCF_900618275.1,ERS2735111,ERR2796937,paerg003
GCF_900618285.1,ERS2735121,ERR2796947,paerg005
GCF_900618295.1,ERS2735142,ERR2796968,ecoli019
GCF_900618305.1,ERS2735159,ERR2796985,paerg009
GCF_900618315.1,ERS2735160,ERR2796986,paerg010
GCF_900618325.1,ERS2735165,ERR2796991,paerg011
GCF_900618335.1,ERS2735175,ERR2797001,paerg012
GCF_900618545.1,ERS2903362,ERR2929412,4496
GCF_900618555.1,ERS2903363,ERR2929413,947
GCF_900618575.1,ERS2903365,ERR2929415,180-2
GCF_900618585.1,ERS2903366,ERR2929416,180-15
GCF_900619585.1,ERS2907569,ERR2929417,5448
GCF_900619595.1,ERS2907570,ERR2929418,SP444
GCF_900619605.1,ERS2907571,ERR2929419,HKU419
GCF_900619615.1,ERS2907572,ERR2929420,PS003
GCF_900619625.1,ERS2907573,ERR2929421,PS006
GCF_900620215.1,ERS2910882,ERR2929422,BPH2760
GCF_900620225.1,ERS2910883,ERR2929423,BPH2819
GCF_900620235.1,ERS2910884,ERR2929424,BPH2900
GCF_900620245.1,ERS2910885,NA,BPH2947
GCF_900620255.1,ERS2910886,ERR2929426,BPH2986
GCF_900622505.2,ERS2903364,ERR2929414,Spn4559
GCF_900622585.1,ERS2912820,ERR2929689,AJ055
GCF_900622595.1,ERS2912821,ERR2929691,AJ292
GCF_900622605.1,ERS2912822,ERR2929690,AJ218
GCF_900622615.1,ERS2912825,ERR2929694,04153260899A
GCF_900622625.1,ERS2912824,ERR2929693,03-311-0071
GCF_900622635.1,ERS2912826,ERR2929695,B36
GCF_900622645.1,ERS2912823,ERR2929692,KPC2
GCF_900622655.1,ERS2912827,ERR2929697,MS14385
GCF_900622665.1,ERS2912828,ERR2929698,MS14386
GCF_900622685.1,ERS2912830,ERR2929699,MS14387
GCF_900622695.1,ERS2912829,ERR2929696,MS14384
GCF_900631595.1,ERS715407,NA,NCTC13098_2
GCF_900631605.1,ERS1487947,NA,NCTC2676_1_2
GCF_900631615.1,ERS1681020,NA,NCTC10741_2
GCF_900634805.1,ERS2703430,NA,E0139_hybrid_assembly
GCF_900635025.1,ERS513125,NA,31136_B01-2
GCF_900635075.1,ERS500979,NA,29840_B02
GCF_900635095.1,ERS544010,NA,33763_A01
GCF_900635105.1,ERS659578,NA,36109_D01
GCF_900635115.1,ERS579201,NA,34410_A02
GCF_900635125.1,ERS659581,NA,36252_B01
GCF_900635135.1,ERS670327,NA,36603_E01
GCF_900635145.1,ERS718581,NA,38490_G02
GCF_900635155.1,ERS685285,NA,36725_F02
GCF_900635165.1,ERS718602,NA,38670_F01
GCF_900635175.1,ERS739087,NA,38936_C01
GCF_900635185.1,ERS739100,NA,39038_C01
GCF_900635195.1,ERS739088,NA,38936_D01
GCF_900635205.1,ERS743089,NA,39081_F01
GCF_900635215.1,ERS764445,NA,39859_D02
GCF_900635225.1,ERS764444,NA,39859_C02
GCF_900635235.1,ERS764956,NA,40105_D02
GCF_900635245.1,ERS798841,NA,40415_C02
GCF_900635255.1,ERS798842,NA,40415_D02
GCF_900635265.1,ERS798847,NA,40574_H02
GCF_900635285.1,ERS798864,NA,40677_B02
GCF_900635295.1,ERS807418,NA,40853_E01
GCF_900635305.1,ERS811728,NA,40961_G01
GCF_900635315.1,ERS825160,NA,41255_H01
GCF_900635325.1,ERS836407,NA,41556_D01
GCF_900635335.1,ERS836410,NA,41556_G01
GCF_900635345.1,ERS846868,NA,41686_B01
GCF_900635365.1,ERS2703535,NA,E1334_hybrid_assembly
GCF_900635415.1,ERS2703794,NA,E6043_hybrid_assembly
GCF_900635425.1,ERS485849,NA,28869_C01
GCF_900635435.1,ERS462975,NA,28021_A02
GCF_900635445.1,ERS485851,NA,28869_A02
GCF_900635455.1,ERS473431,NA,28307_A01
GCF_900635465.1,ERS485854,NA,28869_F01
GCF_900635475.1,ERS485855,NA,28869_E01
GCF_900635485.1,ERS485860,NA,29751_D01
GCF_900635495.1,ERS485857,NA,29859_A01
GCF_900635505.1,ERS825155,NA,3012STDY6191362
GCF_900635515.1,ERS500971,NA,30066_G01
GCF_900635535.1,ERS513129,NA,30316_A02
GCF_900635545.1,ERS500988,NA,30316_G02
GCF_900635555.1,ERS500989,NA,31108_G01
GCF_900635565.1,ERS513132,NA,31136_G01
GCF_900635575.1,ERS513133,NA,31180_A01
GCF_900635595.1,ERS500983,NA,31340_H02
GCF_900635615.1,ERS523570,NA,31340_G01
GCF_900635625.1,ERS523584,NA,31436_B01
GCF_900635635.1,ERS523586,NA,31436_D01
GCF_900635645.1,ERS523577,NA,31629_B01
GCF_900635655.1,ERS523580,NA,31629_D01
GCF_900635665.1,ERS523590,NA,31769_F01
GCF_900635675.1,ERS523595,NA,31885_G02
GCF_900635685.1,ERS530418,NA,32407_D01
GCF_900635695.1,ERS530430,NA,32473_H01
GCF_900635705.1,ERS530419,NA,32407_E01
GCF_900635715.1,ERS523582,NA,32473_H02
GCF_900635725.1,ERS500986,NA,32752_C01
GCF_900635735.1,ERS538538,NA,32875_B01
GCF_900635745.1,ERS538536,NA,32868_F02
GCF_900635755.1,ERS544009,NA,33467_B01
GCF_900635765.1,ERS544012,NA,33763_B01
GCF_900635775.1,ERS569353,NA,33763_C01
GCF_900635785.1,ERS569359,NA,33922_B01
GCF_900635795.1,ERS639457,NA,33962_B02
GCF_900635805.1,ERS646601,NA,34211_C02
GCF_900635815.1,ERS579196,NA,34347_B01
GCF_900635825.1,ERS579200,NA,34347_F01
GCF_900635835.1,ERS579202,NA,34410_B02
GCF_900635845.1,ERS636084,NA,35377_D01
GCF_900635855.1,ERS647573,NA,35605_D01
GCF_900635875.1,ERS647569,NA,35661_G01
GCF_900635885.1,ERS647576,NA,35661_B01
GCF_900635895.1,ERS659568,NA,35910_C01
GCF_900635905.1,ERS659565,NA,35910_F01
GCF_900635915.1,ERS659596,NA,36340_F01
GCF_900635925.1,ERS659579,NA,36109_E01
GCF_900635935.1,ERS685287,NA,36725_D02
GCF_900635945.1,ERS702130,NA,37430_C01
GCF_900635955.1,ERS670330,NA,36672_A01
GCF_900635965.1,ERS647568,NA,36374_E01
GCF_900635975.1,ERS702139,NA,37509_E01
GCF_900635985.1,ERS715411,NA,38187_D01
GCF_900635995.1,ERS715397,NA,38273_C01
GCF_900636005.1,ERS715432,NA,38389_A01
GCF_900636015.1,ERS715476,NA,38490_A01
GCF_900636025.1,ERS718586,NA,38502_D01
GCF_900636035.1,ERS715405,NA,38656_G01
GCF_900636045.1,ERS718596,NA,38656_G02
GCF_900636055.1,ERS715482,NA,38656_H02
GCF_900636065.1,ERS718600,NA,38670_D01
GCF_900636075.1,ERS718599,NA,38670_C01
GCF_900636085.1,ERS736973,NA,38891_D02
GCF_900636095.1,ERS736965,NA,38828_B01
GCF_900636105.1,ERS739090,NA,38936_F01
GCF_900636115.1,ERS739097,NA,39038_A01
GCF_900636125.1,ERS739093,NA,38977_C01
GCF_900636135.1,ERS739104,NA,39038_G01
GCF_900636145.1,ERS743098,NA,39111_A02
GCF_900636155.1,ERS743093,NA,39111_D01
GCF_900636165.1,ERS743108,NA,39130_C01
GCF_900636175.1,ERS744782,NA,39130_G01
GCF_900636185.1,ERS744788,NA,39282_B01
GCF_900636195.1,ERS743086,NA,39220_B01
GCF_900636215.1,ERS744801,NA,39282_G02
GCF_900636225.1,ERS747591,NA,39304_C01
GCF_900636235.1,ERS747597,NA,39610_B01
GCF_900636245.1,ERS747601,NA,39610_F01
GCF_900636255.1,ERS812508,NA,40295_A02
GCF_900636265.1,ERS812509,NA,40295_B02
GCF_900636275.1,ERS764946,NA,40295_G01
GCF_900636285.1,ERS799804,NA,40400_C01
GCF_900636295.1,ERS812514,NA,40295_G02
GCF_900636305.1,ERS799809,NA,40415_B02
GCF_900636315.1,ERS799801,NA,40363_G01
GCF_900636325.1,ERS798846,NA,40415_H02
GCF_900636335.1,ERS806190,NA,40798_F01
GCF_900636345.2,ERS807426,NA,40871_E01
GCF_900636355.2,ERS811725,NA,40961_D01
GCF_900636365.1,ERS836419,NA,41559_G01
GCF_900636375.1,ERS836420,NA,41594_B01
GCF_900636385.1,ERS846855,NA,41665_E01
GCF_900636405.1,ERS744798,NA,41767_E01
GCF_900636415.1,ERS879558,NA,41825_A01
GCF_900636425.1,ERS849597,NA,41800_F02
GCF_900636435.1,ERS921413,NA,42197_C01
GCF_900636445.1,ERS901507,NA,41965_G01
GCF_900636455.1,ERS904743,NA,42166_D01
GCF_900636465.1,ERS939217,NA,42290_E02
GCF_900636475.1,ERS921416,NA,42197_F01
GCF_900636485.1,ERS939219,NA,42290_G02
GCF_900636505.1,ERS956178,NA,42650_H02
GCF_900636515.1,ERS950465,NA,42685_A01
GCF_900636525.1,ERS956183,NA,42685_G01
GCF_900636535.1,ERS950473,NA,42727_A01
GCF_900636545.1,ERS956176,NA,42727_C01
GCF_900636555.1,ERS956189,NA,42731_B01
GCF_900636565.1,ERS970074,NA,42880_B01
GCF_900636575.1,ERS970082,NA,42912_C01
GCF_900636585.1,ERS986319,NA,43058_B01
GCF_900636595.1,ERS980028,NA,42925_A01
GCF_900636605.1,ERS980027,NA,42912_F02
GCF_900636615.1,ERS986341,NA,43116_B01
GCF_900636625.1,ERS1003584,NA,43295_B02
GCF_900636635.1,ERS1031234,NA,43721_H02
GCF_900636645.1,ERS1018595,NA,43295_H02
GCF_900636655.1,ERS1031239,NA,43781_D01
GCF_900636665.1,ERS1031242,NA,43781_G01
GCF_900636675.1,ERS1031241,NA,43781_F01
GCF_900636685.1,ERS1031244,NA,43874_A01
GCF_900636695.1,ERS1031245,NA,43874_B01
GCF_900636705.1,ERS1037092,NA,43908_A02
GCF_900636715.1,ERS1037088,NA,43908_E01
GCF_900636725.1,ERS1037086,NA,43908_B01
GCF_900636735.1,ERS1043809,NA,43941_C01
GCF_900636745.1,ERS1049098,NA,44087_C02
GCF_900636755.1,ERS1043811,NA,43941_E01
GCF_900636765.1,ERS1058919,NA,44503_A02
GCF_900636775.1,ERS2353004,NA,44087_G01
GCF_900636785.1,ERS1054580,NA,44257_F01
GCF_900636795.1,ERS1049103,NA,44087_H02
GCF_900636805.1,ERS1058922,NA,44503_C02
GCF_900636815.1,ERS1058923,NA,44503_D02
GCF_900636825.1,ERS1068188,NA,44858_E01
GCF_900636835.1,ERS1058924,NA,44503_F02
GCF_900636845.1,ERS1068190,NA,44858_G01
GCF_900636855.1,ERS1068191,NA,44858_H01
GCF_900636875.1,ERS1068194,NA,44927_D01
GCF_900636885.1,ERS1068198,NA,44927_H01
GCF_900636895.1,ERS1068195,NA,44927_E01
GCF_900636905.1,ERS1436443,NA,44982_B01
GCF_900636915.1,ERS1106934,NA,45532_F02
GCF_900636925.1,ERS1080586,NA,45137_F01
GCF_900636935.1,ERS1080585,NA,45813_C01
GCF_900636945.1,ERS1106923,NA,45532_G01
GCF_900636955.1,ERS1110721,NA,45813_E02
GCF_900636965.1,ERS1092514,NA,45296_G02
GCF_900636975.1,ERS1110714,NA,45813_F01
GCF_900636985.1,ERS1110728,NA,45889_C01
GCF_900636995.1,ERS1143226,NA,46338_G02
GCF_900637005.1,ERS1123923,NA,46582_C01
GCF_900637015.1,ERS1457008,NA,46514_C01
GCF_900637025.1,ERS1123931,NA,46338_H01
GCF_900637035.1,ERS1457004,NA,46582_D01
GCF_900637045.1,ERS1178933,NA,46837_C02
GCF_900637055.1,ERS1178935,NA,46837_E02
GCF_900637065.1,ERS1188815,NA,46941_D01
GCF_900637075.1,ERS1201858,NA,48128_D02
GCF_900637085.1,ERS1211594,NA,48269_F01
GCF_900637095.1,ERS1234127,NA,48450_G02
GCF_900637105.1,ERS1211135,NA,48290_D02
GCF_900637115.1,ERS1211133,NA,48269_G01
GCF_900637125.1,ERS1234133,NA,48853_G02
GCF_900637135.1,ERS1247813,NA,49243_D02
GCF_900637145.1,ERS1247831,NA,49569_E01
GCF_900637155.1,ERS1247820,NA,49386_H02
GCF_900637165.1,ERS1497483,NA,49699_G02
GCF_900637175.1,ERS1247832,NA,49569_F01
GCF_900637185.1,ERS1497486,NA,49867_H01
GCF_900637195.1,ERS1275659,NA,50279_F01
GCF_900637205.1,ERS1275660,NA,50279_G01
GCF_900637215.1,ERS1497488,NA,49888_B01
GCF_900637225.1,ERS1275661,NA,50279_H01
GCF_900637235.1,ERS1295683,NA,50305_D01
GCF_900637245.1,ERS1275672,NA,50305_B01
GCF_900637255.1,ERS1273882,NA,50377_B01
GCF_900637265.1,ERS1295512,NA,50432_C01
GCF_900637275.1,ERS1295805,NA,50465_C02
GCF_900637295.1,ERS1324106,NA,50477_G01
GCF_900637305.1,ERS1324134,NA,50618_F02
GCF_900637315.1,ERS1324135,NA,50618_G02
GCF_900637325.1,ERS1324113,NA,50569_E01
GCF_900637335.1,ERS1324136,NA,50618_H02
GCF_900637395.1,ERS1201848,NA,50648_G01
GCF_900637475.1,ERS1353907,NA,51108_B01
GCF_900637495.1,ERS1497512,NA,51342_D02
GCF_900637515.1,ERS1353913,NA,51184_A01
GCF_900637545.1,ERS1374868,NA,51438_G01
GCF_900637555.1,ERS1403242,NA,51726_E01
GCF_900637565.1,ERS1403224,NA,51470_B02
GCF_900637575.1,ERS1497485,NA,52006_A02
GCF_900637585.1,ERS1497498,NA,52067_F01
GCF_900637605.1,ERS1429828,NA,52121_H02
GCF_900637615.1,ERS1429832,NA,52191_A01
GCF_900637625.1,ERS1434939,NA,52295_C01
GCF_900637635.1,ERS1452065,NA,52313_A01
GCF_900637645.1,ERS1455246,NA,52363_G01
GCF_900637655.1,ERS1434931,NA,52295_B01
GCF_900637665.1,ERS1470849,NA,52437_G01
GCF_900637675.1,ERS1470851,NA,52451_B01
GCF_900637685.1,ERS1470850,NA,52451_A01
GCF_900637695.1,ERS1470852,NA,52451_C01
GCF_900637705.1,ERS1470854,NA,52451_E01
GCF_900637715.1,ERS1473299,NA,52551_D01
GCF_900637725.1,ERS1374878,NA,52551_C01
GCF_900637735.1,ERS1473302,NA,52579_B01
GCF_900637745.1,ERS1473301,NA,52551_F01
GCF_900637755.1,ERS1473307,NA,52579_F01
GCF_900637765.1,ERS1473308,NA,52579_G01
GCF_900637775.1,ERS1473320,NA,52592_D02
GCF_900637785.1,ERS1473319,NA,52592_C02
GCF_900637795.1,ERS1473324,NA,52592_H02
GCF_900637805.1,ERS1473313,NA,52592_E01
GCF_900637815.1,ERS1487944,NA,52654_B01
GCF_900637825.1,ERS1487951,NA,52683_C03
GCF_900637835.1,ERS1487945,NA,52654_C01
GCF_900637845.1,ERS1502647,NA,52683_D03
GCF_900637855.1,ERS1502650,NA,52683_F03
GCF_900637865.1,ERS1502651,NA,52683_G03
GCF_900637875.1,ERS1502660,NA,52700_F01
GCF_900637885.1,ERS1502652,NA,52683_H03
GCF_900637895.1,ERS1502661,NA,52700_G01
GCF_900637905.1,ERS1502669,NA,52756_G01
GCF_900637915.1,ERS1502674,NA,52941_B01
GCF_900637925.1,ERS1502675,NA,52941_C01
GCF_900637935.1,ERS1545375,NA,53146_H01
GCF_900637945.1,ERS1545391,NA,53421_E01
GCF_900637955.1,ERS1613561,NA,54424_G02
GCF_900637965.1,ERS1573007,NA,53990_D02
GCF_900637975.1,ERS1572986,NA,53550_F01
GCF_900637985.1,ERS1669590,NA,54949_H01
GCF_900637995.1,ERS1573005,NA,54466_G01
GCF_900638005.1,ERS1545395,NA,53550_B01
GCF_900638015.1,ERS1669591,NA,54984_A01
GCF_900638025.1,ERS1726462,NA,55312_D01
GCF_900638035.1,ERS1681017,NA,55147_C01
GCF_900638045.1,ERS1726468,NA,55312_G01
GCF_900638055.1,ERS1681015,NA,55147_A01
GCF_900638065.1,ERS1669579,NA,55685_A01
GCF_900638085.1,ERS1859670,NA,55884_B01
GCF_900638095.1,ERS1859684,NA,56089_C02
GCF_900638105.1,ERS1859693,NA,56433_A01
GCF_900638125.1,ERS1859671,NA,56080_B02
GCF_900638135.1,ERS1859705,NA,56433_G01
GCF_900638145.1,ERS1859704,NA,56433_F01
GCF_900638155.1,ERS1826193,NA,56527_B01
GCF_900638165.1,ERS1826197,NA,56527_E01
GCF_900638175.1,ERS1826196,NA,56527_F01
GCF_900638185.1,ERS1826198,NA,56527_G01
GCF_900638195.1,ERS1826205,NA,56553_F01
GCF_900638205.1,ERS1826203,NA,56553_D01
GCF_900638215.1,ERS1826202,NA,56553_A01
GCF_900638225.1,ERS1826204,NA,56553_E01
GCF_900638235.1,ERS1826210,NA,56772_E02
GCF_900638245.1,ERS1826212,NA,56772_F02
GCF_900638255.1,ERS1826219,NA,56931_E02
GCF_900638285.1,ERS1826221,NA,57043_B01
GCF_900638305.1,ERS1826223,NA,57043_C01
GCF_900638315.1,ERS1826249,NA,57195_D02
GCF_900638335.1,ERS1826231,NA,57141_E01
GCF_900638345.1,ERS1869776,NA,57428_C01
GCF_900638355.1,ERS1869775,NA,57428_B01
GCF_900638365.1,ERS1869777,NA,57428_D01
GCF_900638385.1,ERS1869771,NA,57566_E02
GCF_900638415.1,ERS1869816,NA,57635_F01
GCF_900638435.1,ERS1869819,NA,57675_B01
GCF_900638445.1,ERS1869824,NA,57675_E01
GCF_900638475.1,ERS1883794,NA,57685_G01
GCF_900638485.1,ERS1883798,NA,57728_B01
GCF_900638495.1,ERS1883806,NA,57752_C01
GCF_900638505.1,ERS1883804,NA,57728_F01
GCF_900638535.1,ERS1883817,NA,57792_C02
GCF_900638555.1,ERS1932661,NA,58116_A01
GCF_900638565.1,ERS1883830,NA,57800_G01
GCF_900638575.1,ERS1932665,NA,58116_E01
GCF_900638585.1,ERS1883831,NA,57845_G01
GCF_900638595.1,ERS1932668,NA,58116_H01
GCF_900638605.1,ERS1932667,NA,58116_G01
GCF_900638615.1,ERS1932682,NA,58174_F01
GCF_900638625.1,ERS1932692,NA,58635_B02
GCF_900638635.1,ERS1932683,NA,58174_G01
GCF_900638645.1,ERS1932691,NA,58635_A02
GCF_900638655.1,ERS1932696,NA,58635_F02
GCF_900638665.1,ERS1963352,NA,58798_E01
GCF_900638675.1,ERS1932686,NA,58225_E01
GCF_900638685.1,ERS1963407,NA,58882_C02
GCF_900638695.1,ERS1943179,NA,59178_A02
GCF_900638705.1,ERS1943175,NA,59178_D01
GCF_900638715.1,ERS1943176,NA,59178_E01
GCF_900638745.1,ERS2977118,NA,SGL03
GCF_900638765.1,ERS2703571,NA,E2079_hybrid_assembly
GCF_900638775.1,ERS2703650,NA,E4227_hybrid_assembly
GCF_900638785.1,ERS2703548,NA,E1774_hybrid_assembly
GCF_900638795.1,ERS2703697,NA,E4413_hybrid_assembly
GCF_900638805.1,ERS2703687,NA,E4402_hybrid_assembly
GCF_900638815.1,ERS2703471,NA,E0595_hybrid_assembly
GCF_900638825.1,ERS2703722,NA,E4438_hybrid_assembly
GCF_900639335.1,ERS2703949,NA,E7067_hybrid_assembly
GCF_900639345.1,ERS2703805,NA,E6055_hybrid_assembly
GCF_900639355.1,ERS2703914,NA,E7025_hybrid_assembly
GCF_900639365.1,ERS2704016,NA,E7171_hybrid_assembly
GCF_900639385.1,ERS2703928,NA,E7040_hybrid_assembly
GCF_900639395.1,ERS2703864,NA,E6975_hybrid_assembly
GCF_900639405.1,ERS2703739,NA,E4457_hybrid_assembly
GCF_900639415.1,ERS2703877,NA,E6988_hybrid_assembly
GCF_900639425.1,ERS2703978,NA,E7098_hybrid_assembly
GCF_900639445.1,ERS2704044,NA,E7199_hybrid_assembly
GCF_900639455.1,ERS2704080,NA,E7237_hybrid_assembly
GCF_900639465.1,ERS2704214,NA,E7429_hybrid_assembly
GCF_900639485.1,ERS2704083,NA,E7240_hybrid_assembly
GCF_900639495.1,ERS2704234,NA,E7471_hybrid_assembly
GCF_900639505.1,ERS2704160,NA,E7356_hybrid_assembly
GCF_900639515.1,ERS2704355,NA,E7654_hybrid_assembly
GCF_900639525.1,ERS2704363,NA,E7663_hybrid_assembly
GCF_900639535.1,ERS2704634,NA,E8202_hybrid_assembly
GCF_900639545.1,ERS2704476,NA,E7933_hybrid_assembly
GCF_900639555.1,ERS2704605,NA,E8172_hybrid_assembly
GCF_900639565.1,ERS2704627,NA,E8195_hybrid_assembly
GCF_900639575.1,ERS2704532,NA,E8014_hybrid_assembly
GCF_900639585.1,ERS2704491,NA,E7948_hybrid_assembly
GCF_900639595.1,ERS2704758,NA,E8377_hybrid_assembly
GCF_900639605.1,ERS2704697,NA,E8290_hybrid_assembly
GCF_900639615.1,ERS2704725,NA,E8328_hybrid_assembly
GCF_900639625.1,ERS2704691,NA,E8284_hybrid_assembly
GCF_900639635.1,ERS2704926,NA,E8927_hybrid_assembly
GCF_900639645.1,ERS2704815,NA,E8440_hybrid_assembly
GCF_900639655.1,ERS2704881,NA,E8691_hybrid_assembly
GCF_900639665.1,ERS2703993,NA,E7114_hybrid_assembly
GCF_900639705.1,ERS2704974,NA,E9101_hybrid_assembly
GCF_900639715.1,ERS2704790,NA,E8414_hybrid_assembly
GCF_900639725.1,ERS2704798,NA,E8423_hybrid_assembly
GCF_900639745.1,ERS2703738,NA,E4456_hybrid_assembly
GCF_900640265.1,ERS2703662,NA,E4239_hybrid_assembly
GCF_900654235.1,ERS2876951,NA,alt76
GCF_900659645.1,ERS3017617,NA,AUSMDU00008355
GCF_900659655.1,ERS3017615,NA,AUSMDU00008333
GCF_900659665.1,ERS3017618,NA,AUSMDU00008332
GCF_900659885.1,ERS3034522,NA,TLA
GCF_900660435.1,ERS1295522,NA,50465_D02-3
GCF_900660445.2,ERS1324143,NA,GCA_900660445
GCF_900660465.1,ERS1295756,NA,50648_A01-3
GCF_900660475.1,ERS1295524,NA,50648_B01-3
GCF_900660485.1,ERS1324149,NA,50648_E01-3
GCF_900660495.1,ERS1324150,NA,50648_F01-3
GCF_900660505.1,ERS1345974,NA,50861_E01-3
GCF_900660515.1,ERS1324145,NA,50766_E01-3
GCF_900660525.1,ERS1345973,NA,50861_G01-3
GCF_900660545.1,ERS1324146,NA,50884_C01-3
GCF_900660555.1,ERS1324147,NA,50884_D01-3
GCF_900660565.1,ERS1345975,NA,51334_A01-3
GCF_900660575.1,ERS1345978,NA,51342_D01-3
GCF_900660585.1,ERS1345979,NA,51342_E01-3
GCF_900660595.1,ERS1859700,NA,56433_C01-3
GCF_900660605.1,ERS1345981,NA,51342_G01-3
GCF_900660615.1,ERS1324151,NA,51670_F01-3
GCF_900660625.1,ERS1345980,NA,51342_F01-3
GCF_900660635.1,ERS1826189,NA,56793_F01-3
GCF_900660645.1,ERS1826226,NA,57043_F01-3
GCF_900660655.1,ERS1826224,NA,57043_D01-3
GCF_900660665.1,ERS1869807,NA,57612_D01-3
GCF_900660675.1,ERS1826227,NA,57141_A01-3
GCF_900660685.1,ERS1869806,NA,57572_G01-3
GCF_900660695.1,ERS1869808,NA,57612_E01-3
GCF_900660705.1,ERS1869810,NA,57612_F01-3
GCF_900660715.1,ERS1883792,NA,57675_H02-3
GCF_900660725.1,ERS1883812,NA,57792_D01-3
GCF_900660735.1,ERS1869829,NA,57675_B02-3
GCF_900660745.1,ERS1883805,NA,57728_G01-3
GCF_900660755.1,ERS1883814,NA,57792_F01-3
GCF_900682675.2,ERS2921934,NA,P_marincola_YSy11_v2
GCF_900683405.1,ERS1826246,NA,57566_G01
GCF_900683475.1,ERS921408,NA,42042_G02
GCF_900683625.1,ERS1859690,NA,56279_G01
GCF_900683635.1,ERS1589026,NA,54424_D01
GCF_900683725.1,ERS2913213,NA,Parabacteroides distasonis 82G9
GCF_900683735.1,ERS2913223,NA,Fusobacterium ulcerans 81A6
GCF_900683745.1,ERS2913217,NA,Paraprevotella xylaniphila 82A6
GCF_900683755.1,ERS2913221,NA,ASM90068375v1
GCF_900683765.1,ERS2913222,NA,Phascolarctobacterium succinatutens 82G5
GCF_900683775.1,ERS2913220,NA,ASM90068377v1
GCF_900692935.1,ERS740618,ERR1214404,18090_1#84-2
GCF_900693025.1,ERS1021016,ERR1453553,19341_2#86-2
GCF_900693055.1,ERS1021636,ERR1422663,19084_8#150-2
GCF_900693075.1,ERS1021669,ERR1422696,19084_8#183-2
GCF_900698885.1,ERS3185711,NA,ErCisplendens_pseudotsugae_v1.0
GCF_900698925.1,ERS3185718,NA,ErCicurvipes_v1.0
GCF_900698935.1,ERS3185721,NA,ErCikochiana_v1.0
GCF_900698955.1,ERS3185723,NA,ErCilaricifoliae_v1.0
GCF_900698965.1,ERS3185727,NA,ErCipseudotaxifoliae_v2.0
GCF_900698985.1,ERS3185729,NA,ErCipseudotsugae_Palmer_v1.0
GCF_900698995.1,ERS3185731,NA,ErCisplendens_Palmer_v1.0
GCF_900699015.1,ERS3185725,NA,ErCipiceae_v1.0
GCF_900699165.1,ERS744791,NA,39282_E01-4
GCF_900699785.1,ERS1435026,ERR1725007,B91_SC
GCF_900747775.1,ERS2502452,NA,VREC0761_Chromosome
GCF_900747785.1,ERS2502451,NA,VREC0864_Chromosome
GCF_900749825.1,ERS3224381,NA,MTUNDRAET4_v1
GCF_900795205.1,ERS1699492,ERR2090753,22841_2#22-5
GCF_901421925.1,ERS715404,NA,38656_F01
GCF_901421965.1,ERS706556,NA,38015_G01
GCF_901421975.1,ERS605483,NA,34410_D01
GCF_901422025.1,ERS715471,NA,38445_C01
GCF_901422065.1,ERS799798,NA,40345_F01
GCF_901446615.2,ERS3391831,NA,ASM90144661v2
GCF_901446755.2,ERS3391830,NA,ASM90144675v2
GCF_901457615.1,ERS3381924,ERR3293654,ERS3381924
GCF_901457625.1,ERS3381927,ERR3293657,ERS3381927
GCF_901457705.2,ERS3374159,NA,RHAL1_v2
GCF_901457775.2,ERS3391832,NA,ASM90145777v2
GCF_901457785.2,ERS3391833,NA,ASM90145778v2
GCF_901457815.2,ERS3391835,NA,ASM90145781v2
GCF_901457835.2,ERS3391834,NA,ASM90145783v2.txt
GCF_901472405.1,ERS473436,NA,28771_E01
GCF_901472455.1,ERS473439,NA,28863_C01
GCF_901472475.1,ERS647583,NA,35891_A01
GCF_901472485.1,ERS647581,NA,35860_G01
GCF_901472495.1,ERS538534,NA,32868_C01
GCF_901472505.1,ERS473441,NA,28863_E01
GCF_901472525.1,ERS630947,NA,35377_A02
GCF_901472535.1,ERS605479,NA,36734_G01
GCF_901472545.1,ERS666351,NA,36340_E01
GCF_901472565.1,ERS666355,NA,36340_H02
GCF_901472575.1,ERS685288,NA,37277_G01
GCF_901472595.1,ERS666353,NA,36340_C01
GCF_901482445.1,ERS1054582,NA,45076_H02
GCF_901482545.1,ERS1080576,NA,45076_F01
GCF_901482565.1,ERS1080578,NA,45076_G01
GCF_901482575.1,ERS1080584,NA,45813_B01
GCF_901482605.1,ERS1106920,NA,45532_E01
GCF_901482615.1,ERS1436444,NA,45076_A01
GCF_901482645.1,ERS904730,NA,42017_F01
GCF_901482695.1,ERS950472,NA,45076_G02
GCF_901521425.1,ERS2994352,NA,5645STDY7765767
GCF_901538265.1,ERS3342152,NA,ASM90153826v1
GCF_901538355.1,ERS3342151,NA,ASM90153835v1
GCF_901542335.1,ERS879572,NA,41825_G01
GCF_901542365.1,ERS879570,NA,41825_F01
GCF_901542385.1,ERS879588,NA,41906_E01
GCF_901542435.1,ERS901510,NA,41975_D01
GCF_901542455.1,ERS799797,NA,40345_E01
GCF_901542485.1,ERS904741,NA,42166_C01
